TrueSpecies,subject_id,DateTimeLub,File,season,Classifications,n_different_classifications,n_wrong_classifications
['guineafowlhelmeted'],70489737,2021-03-21 09:11:53,Site_87_part1_IMG_4407,1,"[['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlhelmeted'], ['guineafowlhelmeted']]",2,2
['guineafowlhelmeted'],70489744,2021-03-21 09:34:24,Site_87_part1_IMG_4414,1,"[['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlvulturine'], ['guineafowlhelmeted']]",2,1
['guineafowlhelmeted'],70489758,2021-03-21 09:36:19,Site_87_part1_IMG_4428,1,"[['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted']]",1,0
['baboon'],70489783,2021-03-22 08:51:33,Site_87_part1_IMG_5084,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
['guineafowlhelmeted'],70489795,2021-03-22 17:11:12,Site_87_part1_IMG_5152,1,"[['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlvulturine'], ['guineafowlhelmeted'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlhelmeted'], ['guineafowlvulturine'], ['guineafowlhelmeted'], ['guineafowlhelmeted']]",2,4
['dikdik'],70489799,2021-03-22 17:55:41,Site_87_part1_IMG_5157,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['impala'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",2,1
['dikdik'],70489811,2021-03-22 23:20:08,Site_87_part1_IMG_5171,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['impala'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",2,1
['guineafowlhelmeted'],70489817,2021-03-23 07:42:49,Site_87_part1_IMG_5178,1,"[['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlvulturine'], ['birdother'], ['guineafowlhelmeted'], ['guineafowlhelmeted']]",3,2
['impala'],70489898,2021-03-23 08:59:13,Site_87_part1_IMG_5263,1,"[['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala']]",1,0
['impala'],70489911,2021-03-23 09:00:28,Site_87_part1_IMG_5278,1,"[['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala']]",1,0
['impala'],70489913,2021-03-23 09:01:06,Site_87_part1_IMG_5282,1,"[['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala']]",1,0
['impala'],70489914,2021-03-23 09:01:06,Site_87_part1_IMG_5283,1,"[['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala']]",1,0
['dikdik'],70489938,2021-03-23 12:45:27,Site_87_part1_IMG_5722,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['dikdik'],70489969,2021-03-23 21:38:38,Site_87_part1_IMG_5873,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['dikdik'],70489972,2021-03-23 21:38:41,Site_87_part1_IMG_5875,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['baboon'],70489998,2021-03-24 09:03:54,Site_87_part1_IMG_5899,1,"[['vervetmonkey'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['vervetmonkey'], ['baboon'], ['vervetmonkey']]",2,5
['baboon'],70490003,2021-03-24 09:09:12,Site_87_part1_IMG_5904,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey'], ['baboon'], ['baboon'], ['vervetmonkey']]",2,2
['vervetmonkey'],70490008,2021-03-24 09:14:11,Site_87_part1_IMG_5911,1,"[['vervetmonkey'], ['vervetmonkey'], ['vervetmonkey'], ['baboon'], ['vervetmonkey'], ['vervetmonkey'], ['vervetmonkey'], ['vervetmonkey'], ['vervetmonkey'], ['vervetmonkey'], ['vervetmonkey']]",2,1
['baboon'],70490011,2021-03-24 09:16:34,Site_87_part1_IMG_5916,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['vervetmonkey']]",2,1
['warthog'],70490034,2021-03-24 09:36:21,Site_87_part1_IMG_5939,1,"[['warthog'], ['warthog'], ['warthog'], ['warthog'], ['warthog'], ['warthog'], ['warthog'], ['warthog'], ['warthog'], ['warthog'], ['warthog']]",1,0
['giraffe'],70490041,2021-03-24 11:54:30,Site_87_part1_IMG_6415,1,"[['giraffe'], ['giraffe'], ['giraffe'], ['giraffe'], ['giraffe'], ['giraffe'], ['giraffe'], ['giraffe'], ['giraffe'], ['giraffe'], ['giraffe']]",1,0
['giraffe'],70490045,2021-03-24 11:54:32,Site_87_part1_IMG_6418,1,"[['giraffe'], ['giraffe'], ['giraffe'], ['giraffe'], ['giraffe'], ['giraffe'], ['giraffe'], ['giraffe'], ['giraffe'], ['giraffe'], ['giraffe']]",1,0
['dikdik'],70490049,2021-03-24 12:38:09,Site_87_part1_IMG_6766,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['dikdik'],70490061,2021-03-24 12:38:28,Site_87_part1_IMG_6776,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['dikdik'],70490085,2021-03-24 12:40:40,Site_87_part1_IMG_6797,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['dikdik'],70490096,2021-03-24 12:41:35,Site_87_part1_IMG_6807,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['dikdik'],70490104,2021-03-24 12:41:55,Site_87_part1_IMG_6814,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['dikdik'],70490116,2021-03-24 12:42:20,Site_87_part1_IMG_6825,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['dikdik'],70490162,2021-03-24 12:46:23,Site_87_part1_IMG_6870,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['dikdik'],70490174,2021-03-24 12:49:11,Site_87_part1_IMG_6881,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['dikdik'],70490584,2021-03-24 22:11:00,Site_87_part1_IMG_7270,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['impala']]",2,1
['hare'],70490587,2021-03-25 02:52:39,Site_87_part1_IMG_7273,1,"[['hare'], ['dikdik'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare']]",2,1
['dikdik'],70490593,2021-03-25 02:55:12,Site_87_part1_IMG_7279,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['elephant'],70490607,2021-03-25 09:49:58,Site_87_part1_IMG_7297,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['guineafowlhelmeted'],70490620,2021-03-25 09:52:13,Site_87_part1_IMG_7329,1,"[['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlvulturine'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted']]",2,1
['guineafowlhelmeted'],70490621,2021-03-25 09:52:14,Site_87_part1_IMG_7330,1,"[['guineafowlhelmeted'], ['birdother'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted']]",2,1
['guineafowlhelmeted'],70490651,2021-03-25 09:54:57,Site_87_part1_IMG_7391,1,"[['guineafowlvulturine'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted']]",2,3
['birdother'],70490683,2021-03-17 18:27:44,Site_88_part1_IMG_2348,1,"[['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother']]",1,0
['dikdik'],70490686,2021-03-18 02:37:18,Site_88_part1_IMG_2353,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['impala'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",2,1
['guineafowlhelmeted'],70490705,2021-03-18 08:27:52,Site_88_part1_IMG_2372,1,"[['guineafowlhelmeted'], ['guineafowlvulturine'], ['guineafowlhelmeted'], ['guineafowlvulturine'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['birdother']]",3,3
['elephant'],70490720,2021-03-18 15:13:09,Site_88_part1_IMG_4115,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['birdother'],70490742,2021-03-19 07:34:25,Site_88_part1_IMG_4197,1,"[['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['guineafowlvulturine']]",2,1
['birdother'],70490744,2021-03-19 07:34:27,Site_88_part1_IMG_4199,1,"[['guineafowlhelmeted'], ['guineafowlvulturine'], ['birdother'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['guineafowlvulturine']]",3,5
['birdother'],70490745,2021-03-19 07:34:28,Site_88_part1_IMG_4200,1,"[['guineafowlvulturine'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['guineafowlhelmeted'], ['birdother'], ['birdother'], ['birdother']]",3,2
['dikdik'],70490772,2021-03-20 03:23:02,Site_88_part1_IMG_5841,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['dikdik'],70490779,2021-03-20 03:30:01,Site_88_part1_IMG_5848,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['impala'], ['dikdik'], ['dikdik']]",2,1
['dikdik'],70490781,2021-03-20 03:30:14,Site_88_part1_IMG_5850,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['dikdik'],70490786,2021-03-20 03:30:54,Site_88_part1_IMG_5855,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['impala'],70490803,2021-03-20 08:18:34,Site_88_part1_IMG_5872,1,"[['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala']]",1,0
['impala'],70490824,2021-03-20 08:21:39,Site_88_part1_IMG_5892,1,"[['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['dikdik'], ['impala'], ['impala']]",2,1
['baboon'],70490859,2021-03-22 08:49:34,Site_88_part1_IMG_8840,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
['livestock'],70490927,2021-03-17 14:56:36,Site_90_part1_IMG_0474,1,"[['livestock'], ['livestock'], ['impala'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock']]",2,1
['livestock'],70490956,2021-03-17 15:18:02,Site_90_part1_IMG_0514,1,"[['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock']]",1,0
['livestock'],70490957,2021-03-17 15:18:08,Site_90_part1_IMG_0515,1,"[['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock']]",1,0
['livestock'],70490966,2021-03-17 15:19:52,Site_90_part1_IMG_0524,1,"[['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock']]",1,0
['livestock'],70491000,2021-03-17 15:40:36,Site_90_part1_IMG_0560,1,"[['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock']]",1,0
['livestock'],70491014,2021-03-17 16:02:52,Site_90_part1_IMG_0575,1,"[['livestock'], ['livestock', 'buffalo'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock']]",2,1
['livestock'],70491031,2021-03-17 16:04:52,Site_90_part1_IMG_0591,1,"[['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock']]",1,0
['livestock'],70491036,2021-03-17 16:05:50,Site_90_part1_IMG_0596,1,"[['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock']]",1,0
['livestock'],70491042,2021-03-17 16:06:31,Site_90_part1_IMG_0602,1,"[['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock']]",1,0
['dikdik'],70491072,2021-03-21 07:11:54,Site_90_part1_IMG_1888,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['impala'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",2,1
['baboon'],70491077,2021-03-21 10:03:23,Site_90_part1_IMG_1893,1,"[['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon'], ['baboon']]",1,0
['livestock'],70491103,2021-03-21 13:20:58,Site_90_part1_IMG_1963,1,"[['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock']]",1,0
['livestock'],70491105,2021-03-21 13:22:40,Site_90_part1_IMG_1965,1,"[['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock']]",1,0
['livestock'],70491120,2021-03-21 13:47:37,Site_90_part1_IMG_1981,1,"[['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock']]",1,0
['elephant'],70491142,2021-03-22 16:37:06,Site_90_part1_IMG_2151,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['hare'],70491157,2021-03-23 23:11:58,Site_90_part1_IMG_2491,1,"[['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare'], ['hare']]",1,0
['livestock'],70491179,2021-03-24 11:54:49,Site_90_part1_IMG_2735,1,"[['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock']]",1,0
['elephant'],70491204,2021-03-25 13:47:49,Site_90_part1_IMG_3684,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],70491216,2021-03-25 13:51:04,Site_90_part1_IMG_3694,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],70491239,2021-03-26 13:42:20,Site_90_part1_IMG_4181,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['elephant'],70491245,2021-03-26 13:47:37,Site_90_part1_IMG_4197,1,"[['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant'], ['elephant']]",1,0
['livestock'],70491256,2021-03-26 14:14:54,Site_90_part1_IMG_4237,1,"[['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock'], ['livestock']]",1,0
['birdother'],70491289,2021-03-17 11:51:06,Site_91_part1_IMG_0283,1,"[['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother'], ['birdother']]",1,0
['zebragrevys'],70491294,2021-03-18 07:04:26,Site_91_part1_IMG_1825,1,"[['zebragrevys'], ['zebragrevys'], ['zebraplains'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebraplains'], ['buffalo', 'zebragrevys'], ['zebragrevys'], ['zebraplains']]",3,4
['impala'],70491356,2021-03-19 07:51:06,Site_91_part1_IMG_3445,1,"[['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['dikdik'], ['impala', 'warthog'], ['impala'], ['impala'], ['impala']]",3,2
['impala'],70491365,2021-03-19 07:56:33,Site_91_part1_IMG_3453,1,"[['impala'], ['dikdik'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala']]",2,1
['zebragrevys'],70491367,2021-03-19 08:00:20,Site_91_part1_IMG_3455,1,"[['zebragrevys'], ['zebragrevys'], ['zebraplains'], ['zebragrevys'], ['zebragrevys'], ['zebragrevys'], ['zebraplains'], ['zebragrevys'], ['zebraplains'], ['zebragrevys'], ['zebragrevys']]",2,3
['dikdik'],70491486,2021-03-22 07:29:55,Site_91_part1_IMG_8251,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['impala'],70491550,2021-03-24 08:10:48,Site_91_part2_IMG_1737,1,"[['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['dikdik'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala']]",2,1
['guineafowlvulturine'],70491940,2021-03-24 12:38:40,Site_91_part2_IMG_2887,1,"[['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlhelmeted'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine']]",2,1
['guineafowlvulturine'],70491944,2021-03-24 12:45:37,Site_91_part2_IMG_2939,1,"[['guineafowlhelmeted'], ['birdother'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine']]",3,4
['guineafowlvulturine'],70491958,2021-03-24 13:04:03,Site_91_part2_IMG_3083,1,"[['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine']]",1,0
['guineafowlvulturine'],70491963,2021-03-24 13:04:31,Site_91_part2_IMG_3087,1,"[['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine']]",1,0
['guineafowlvulturine'],70491965,2021-03-24 13:04:45,Site_91_part2_IMG_3089,1,"[['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['birdother'], ['guineafowlvulturine'], ['guineafowlhelmeted'], ['guineafowlvulturine'], ['guineafowlvulturine']]",3,2
['guineafowlvulturine'],70491966,2021-03-24 13:04:52,Site_91_part2_IMG_3090,1,"[['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlhelmeted']]",2,1
['guineafowlvulturine'],70491973,2021-03-24 13:05:35,Site_91_part2_IMG_3096,1,"[['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['birdother'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['guineafowlvulturine'], ['birdother']]",2,2
['dikdik'],70491978,2021-03-24 17:24:13,Site_91_part2_IMG_4339,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['impala'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",2,1
['guineafowlhelmeted'],70492097,2021-03-25 11:05:17,Site_91_part2_IMG_4656,1,"[['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlvulturine']]",2,1
['guineafowlhelmeted'],70492098,2021-03-25 11:05:24,Site_91_part2_IMG_4657,1,"[['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlvulturine'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlhelmeted'], ['guineafowlvulturine'], ['guineafowlhelmeted'], ['guineafowlvulturine']]",2,3
['dikdik'],70492368,2021-03-20 06:40:45,Site_102_part1_IMG_2187,1,"[['dikdik', 'birdother'], ['dikdik'], ['dikdik', 'birdother'], ['dikdik', 'birdother'], ['birdother', 'dikdik'], ['birdother', 'dikdik'], ['dikdik', 'birdother'], ['birdother'], ['dikdik'], ['birdother'], ['birdother', 'dikdik']]",2,9
['dikdik'],70492379,2021-03-20 06:53:16,Site_102_part1_IMG_2196,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['impala'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",2,1
['impala'],70492939,2021-01-23 16:12:43,Site_01_part1_IMG_0814,1,"[['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala']]",1,0
['impala'],70492944,2021-01-23 16:14:08,Site_01_part1_IMG_0820,1,"[['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['dikdik', 'impala'], ['impala']]",2,1
['impala'],70492948,2021-01-23 16:18:02,Site_01_part1_IMG_0824,1,"[['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala'], ['impala']]",1,0
['dikdik'],70492997,2021-01-25 06:08:22,Site_01_part1_IMG_1582,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['dikdik'],70493045,2021-01-26 05:09:34,Site_01_part2_IMG_0124,1,"[['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik'], ['dikdik']]",1,0
['hippo'],70493054,2021-01-26 05:20:09,Site_01_part2_IMG_0139,1,"[['hippo'], ['hippo'], ['hippo'], ['hippo'], ['hippo'], ['hippo'], ['hippo'], ['hippo'], ['warthog'], ['hippo'], ['hippo']]",2,1
