,Unnamed: 0,subject_id,File,species,n_classes_no_na
138313,138314,84356273,Site_43_part3_IMG_0020.jpg,dikdik,1
124675,124676,77720254,Site_96_part1_IMG_5506.jpg,dikdik,1
45958,45959,70485545,Site_71_part1_IMG_3436.jpg,dikdik,1
69631,69632,70525164,Site_26_part4_RCNX0587.JPG,dikdik,1
34651,34652,70472634,Site_65_part3_IMG_0969.jpg,dikdik,1
122218,122219,77716885,Site_96_part1_IMG_1288.jpg,dikdik,1
13015,13016,70445271,Site_46_part1_IMG_6379.jpg,dikdik,1
158847,158848,84385875,Site_87_part5_IMG_1313.jpg,dikdik,1
124553,124554,77720087,Site_96_part1_IMG_5334.jpg,dikdik,1
164924,164925,84396340,Site_99_part3_IMG_0392.jpg,dikdik,1
160392,160393,84388214,Site_87_part5_IMG_5474.jpg,dikdik,1
11218,11219,70442013,Site_45_part2_IMG_0228.jpg,dikdik,1
160618,160619,84388992,Site_88_part7_IMG_0899.jpg,dikdik,1
14956,14957,70449205,Site_48_part1_IMG_3196.jpg,dikdik,1
164551,164552,84395887,Site_98_part2_IMG_0574.jpg,dikdik,1
11329,11330,70442138,Site_45_part2_IMG_4553.jpg,dikdik,1
25678,25679,70461466,Site_59_part1_IMG_1936.jpg,dikdik,1
89128,89129,77664930,Site_34_part3_IMG_9082.jpg,dikdik,1
92733,92734,77669296,Site_76_part4_IMG_7742.jpg,dikdik,1
133271,133272,84350902,Site_34_part4_IMG_2284.jpg,dikdik,1
123313,123314,77718383,Site_96_part1_IMG_3246.jpg,dikdik,1
6821,6822,70373067,Site_42_part3_IMG_1096.jpg,dikdik,1
87772,87773,71558056,Site_34_part2_IMG_1332.jpg,dikdik,1
50071,50072,70490268,Site_87_part1_IMG_6974.jpg,dikdik,1
160452,160453,84388328,Site_87_part5_IMG_5538.jpg,dikdik,1
140642,140643,84358828,Site_44_part8_IMG_0270.jpg,dikdik,1
157356,157357,84383997,Site_87_part4_IMG_7404.jpg,dikdik,1
164908,164909,84396321,Site_99_part3_IMG_0362.jpg,dikdik,1
142634,142635,84360912,Site_76_part8_IMG_6640.jpg,dikdik,1
27363,27364,70463827,Site_59_part2_IMG_2709.jpg,dikdik,1
17369,17370,70451774,Site_50_part1_IMG_7347.jpg,dikdik,1
152784,152785,84371674,Site_83_part3_IMG_1573.jpg,dikdik,1
56090,56091,70500372,Site_10_part1_IMG_4277.jpg,dikdik,1
48915,48916,70488846,Site_85_part1_IMG_3654.jpg,dikdik,1
13559,13560,70446684,Site_47_part1_IMG_0712.jpg,dikdik,1
157211,157212,84383841,Site_87_part4_IMG_6289.jpg,dikdik,1
29952,29953,70467435,Site_62_part2_IMG_2387.jpg,dikdik,1
156176,156177,84382056,Site_87_part4_IMG_1751.jpg,dikdik,1
156216,156217,84382128,Site_87_part4_IMG_1821.jpg,dikdik,1
134302,134303,84352012,Site_35_part4_IMG_1312.jpg,dikdik,1
142494,142495,84360768,Site_76_part8_IMG_6236.jpg,dikdik,1
58367,58368,70507748,Site_20_part2_IMG_1472.jpg,dikdik,1
7904,7905,70382846,Site_44_part2_IMG_0420.jpg,dikdik,1
11315,11316,70442124,Site_45_part2_IMG_4533.jpg,dikdik,1
47835,47836,70487616,Site_76_part1_IMG_6000.jpg,dikdik,1
7883,7884,70382824,Site_44_part2_IMG_0398.jpg,dikdik,1
95599,95600,77672339,Site_76_part7_IMG_3384.jpg,dikdik,1
11722,11723,70442563,Site_45_part3_IMG_2644.jpg,dikdik,1
12606,12607,70444582,Site_46_part1_IMG_1905.jpg,dikdik,1
34726,34727,70472712,Site_65_part3_IMG_2373.jpg,dikdik,1
142408,142409,84360672,Site_76_part8_IMG_4425.jpg,dikdik,1
89062,89063,77664864,Site_34_part3_IMG_8842.jpg,dikdik,1
47858,47859,70487640,Site_76_part1_IMG_6034.jpg,dikdik,1
27382,27383,70463857,Site_59_part2_IMG_3004.jpg,dikdik,1
90438,90439,77666372,Site_74_part1_IMG_7092.jpg,dikdik,1
114228,114229,77698250,Site_87_part3_IMG_0359.jpg,dikdik,1
140092,140093,84358192,Site_44_part7_IMG_1144.jpg,dikdik,1
93960,93961,77670606,Site_76_part6_IMG_3049.jpg,dikdik,1
160497,160498,84388411,Site_87_part5_IMG_5585.jpg,dikdik,1
7658,7659,70382587,Site_44_part1_IMG_6535.jpg,dikdik,1
12877,12878,70445120,Site_46_part1_IMG_4540.jpg,dikdik,1
7959,7960,70382906,Site_44_part2_IMG_0583.jpg,dikdik,1
50102,50103,70490338,Site_87_part1_IMG_7036.jpg,dikdik,1
25124,25125,70460796,Site_58_part1_IMG_1547.jpg,dikdik,1
48769,48770,70488664,Site_85_part1_IMG_1045.jpg,dikdik,1
154347,154348,84373333,Site_84_part6_RCNX0788.jpg,dikdik,1
164147,164148,84395403,Site_97_part6_IMG_1808.jpg,dikdik,1
160490,160491,84388398,Site_87_part5_IMG_5578.jpg,dikdik,1
155908,155909,84381589,Site_87_part4_IMG_0533.jpg,dikdik,1
160449,160450,84388323,Site_87_part5_IMG_5535.jpg,dikdik,1
128799,128800,77757091,Site_102_part2_IMG_4475.jpg,dikdik,1
19419,19420,70454085,Site_52_part1_IMG_5488.jpg,dikdik,1
95505,95506,77672240,Site_76_part7_IMG_1992.jpg,dikdik,1
15255,15256,70449542,Site_48_part1_IMG_6120.jpg,dikdik,1
58144,58145,70507070,Site_20_part1_IMG_3591.jpg,dikdik,1
12629,12630,70444648,Site_46_part1_IMG_1938.jpg,dikdik,1
140178,140179,84358305,Site_44_part7_IMG_1313.jpg,dikdik,1
89785,89786,77665675,Site_35_part3_IMG_5619.jpg,dikdik,1
113154,113155,77697078,Site_87_part2_IMG_5710.jpg,dikdik,1
113078,113079,77696996,Site_87_part2_IMG_4313.jpg,dikdik,1
17110,17111,70451506,Site_50_part1_IMG_5157.jpg,dikdik,1
12613,12614,70444603,Site_46_part1_IMG_1920.jpg,dikdik,1
2121,2122,70367679,Site_37_part1_IMG_1706.jpg,dikdik,1
9693,9694,70386055,Site_44_part4_IMG_7141.jpg,dikdik,1
12459,12460,70444138,Site_46_part1_IMG_1275.jpg,dikdik,1
135257,135258,84353023,Site_35_part4_IMG_2466.jpg,dikdik,1
17593,17594,70452024,Site_50_part2_IMG_0059.jpg,dikdik,1
163873,163874,84394748,Site_97_part5_IMG_6398.jpg,dikdik,1
96081,96082,77672885,Site_77_part4_IMG_0685.jpg,dikdik,1
27554,27555,70464044,Site_59_part2_IMG_5488.jpg,dikdik,1
124198,124199,77719605,Site_96_part1_IMG_4800.jpg,dikdik,1
7544,7545,70382466,Site_44_part1_IMG_4495.jpg,dikdik,1
83141,83142,70546691,Site_32_part1_IMG_9234.jpg,dikdik,1
12153,12154,70443021,Site_45_part4_IMG_6227.jpg,dikdik,1
49136,49137,70489147,Site_85_part2_IMG_4160.jpg,dikdik,1
61957,61958,70515050,Site_24_part2_IMG_7169.jpg,dikdik,1
16773,16774,70451133,Site_50_part1_IMG_2389.jpg,dikdik,1
91087,91088,77667548,Site_75_part1_IMG_8673.jpg,dikdik,1
93479,93480,77670085,Site_76_part6_IMG_0676.jpg,dikdik,1
6746,6747,70372977,Site_42_part3_IMG_0341.jpg,dikdik,1
58115,58116,70506962,Site_20_part1_IMG_3559.jpg,dikdik,1
112807,112808,77696678,Site_87_part2_IMG_2809.jpg,dikdik,1
17401,17402,70451807,Site_50_part1_IMG_8305.jpg,dikdik,1
14652,14653,70448869,Site_48_part1_IMG_1554.jpg,dikdik,1
90236,90237,77666158,Site_74_part1_IMG_1825.jpg,dikdik,1
155301,155302,84374346,Site_85_part9_IMG_4590.jpg,dikdik,1
15110,15111,70449375,Site_48_part1_IMG_4513.jpg,dikdik,1
18061,18062,70452622,Site_50_part3_IMG_1313.jpg,dikdik,1
112818,112819,77696691,Site_87_part2_IMG_2822.jpg,dikdik,1
12520,12521,70444336,Site_46_part1_IMG_1647.jpg,dikdik,1
11754,11755,70442597,Site_45_part3_IMG_2802.jpg,dikdik,1
155647,155648,84374723,Site_86_part6_IMG_8282.jpg,dikdik,1
20788,20789,70455786,Site_53_part1_IMG_0253.jpg,dikdik,1
30120,30121,70467648,Site_62_part3_IMG_3730.jpg,dikdik,1
140597,140598,84358780,Site_44_part8_IMG_0172.jpg,dikdik,1
136610,136611,84354424,Site_35_part4_IMG_4086.jpg,dikdik,1
2871,2872,70368535,Site_38_part1_IMG_1319.jpg,dikdik,1
6444,6445,70372629,Site_41_part2_IMG_5589.jpg,dikdik,1
27685,27686,70464184,Site_59_part3_IMG_2944.jpg,dikdik,1
123154,123155,77718169,Site_96_part1_IMG_2989.jpg,dikdik,1
95301,95302,77672013,Site_76_part6_IMG_8855.jpg,dikdik,1
49683,49684,70489779,Site_87_part1_IMG_5077.jpg,dikdik,1
13050,13051,70445313,Site_46_part1_IMG_6448.jpg,dikdik,1
42784,42785,70481599,Site_70_part1_IMG_6014.jpg,dikdik,1
112803,112804,77696673,Site_87_part2_IMG_2801.jpg,dikdik,1
95413,95414,77672142,Site_76_part7_IMG_0635.jpg,dikdik,1
155159,155160,84374198,Site_85_part9_IMG_1619.jpg,dikdik,1
15446,15447,70449744,Site_48_part1_IMG_8076.jpg,dikdik,1
27065,27066,70463434,Site_59_part1_IMG_9124.jpg,dikdik,1
165248,165249,84396711,Site_99_part3_IMG_1000.jpg,dikdik,1
105465,105466,77685101,Site_83_part1_IMG_8689.jpg,dikdik,1
90237,90238,77666159,Site_74_part1_IMG_1828.jpg,dikdik,1
132437,132438,84349990,Site_34_part4_IMG_0227.jpg,dikdik,1
30144,30145,70467685,Site_62_part3_IMG_5371.jpg,dikdik,1
94394,94395,77671063,Site_76_part6_IMG_5865.jpg,dikdik,1
13240,13241,70445659,Site_47_part1_IMG_0147.jpg,dikdik,1
25204,25205,70460883,Site_58_part1_IMG_2653.jpg,dikdik,1
11252,11253,70442053,Site_45_part2_IMG_2210.jpg,dikdik,1
1388,1389,70366878,Site_37_part1_IMG_0694.jpg,dikdik,1
138752,138753,84356739,Site_43_part3_IMG_3684.jpg,dikdik,1
54244,54245,70496700,Site_04_part1_IMG_7361.jpg,dikdik,1
93888,93889,77670528,Site_76_part6_IMG_2104.jpg,dikdik,1
26551,26552,70462478,Site_59_part1_IMG_6770.jpg,dikdik,1
27727,27728,70464230,Site_59_part3_IMG_2990.jpg,dikdik,1
13370,13371,70446076,Site_47_part1_IMG_0444.jpg,dikdik,1
126388,126389,77750467,Site_99_part1_IMG_5291.jpg,dikdik,1
96066,96067,77672867,Site_77_part4_IMG_0667.jpg,dikdik,1
113103,113104,77697023,Site_87_part2_IMG_4708.jpg,dikdik,1
7474,7475,70382389,Site_44_part1_IMG_4386.jpg,dikdik,1
139085,139086,84357149,Site_43_part3_IMG_5824.jpg,dikdik,1
29045,29046,70466052,Site_60_part1_IMG_7189.jpg,dikdik,1
154863,154864,84373884,Site_85_part8_IMG_8922.jpg,dikdik,1
160413,160414,84388254,Site_87_part5_IMG_5496.jpg,dikdik,1
167134,167135,84398881,Site_103_part5_RCNX0215.jpg,dikdik,1
108714,108715,77690987,Site_85_part6_IMG_3468.jpg,dikdik,1
129213,129214,77757524,Site_102_part4_IMG_9709.jpg,dikdik,1
141746,141747,84359965,Site_74_part3_IMG_1463.jpg,dikdik,1
24409,24410,70459965,Site_57_part1_IMG_2286.jpg,dikdik,1
11991,11992,70442842,Site_45_part4_IMG_0611.jpg,dikdik,1
89717,89718,77665602,Site_35_part3_IMG_5514.jpg,dikdik,1
20496,20497,70455399,Site_52_part6_IMG_2101.jpg,dikdik,1
29096,29097,70466117,Site_60_part2_IMG_1088.jpg,dikdik,1
160833,160834,84389296,Site_88_part8_IMG_1184.jpg,dikdik,1
12972,12973,70445224,Site_46_part1_IMG_5371.jpg,dikdik,1
154398,154399,84373390,Site_85_part8_IMG_2179.jpg,dikdik,1
95709,95710,77672461,Site_77_part3_IMG_2152.jpg,dikdik,1
112836,112837,77696710,Site_87_part2_IMG_2841.jpg,dikdik,1
7825,7826,70382760,Site_44_part2_IMG_0208.jpg,dikdik,1
113195,113196,77697121,Site_87_part2_IMG_5753.jpg,dikdik,1
115054,115055,77699177,Site_87_part3_IMG_1883.jpg,dikdik,1
138955,138956,84356976,Site_43_part3_IMG_4910.jpg,dikdik,1
157217,157218,84383847,Site_87_part4_IMG_6295.jpg,dikdik,1
108753,108754,77691049,Site_85_part6_IMG_4471.jpg,dikdik,1
139087,139088,84357151,Site_43_part3_IMG_5826.jpg,dikdik,1
126855,126856,77752474,Site_100_part1_IMG_1856.jpg,dikdik,1
105567,105568,77685208,Site_83_part2_IMG_1430.jpg,dikdik,1
6709,6710,70372935,Site_42_part3_IMG_0207.jpg,dikdik,1
34377,34378,70472342,Site_65_part1_IMG_6864.jpg,dikdik,1
126616,126617,77751959,Site_99_part2_IMG_0183.jpg,dikdik,1
19563,19564,70454245,Site_52_part2_IMG_0270.jpg,dikdik,1
91322,91323,77667805,Site_75_part2_IMG_2869.jpg,dikdik,1
83140,83141,70546689,Site_32_part1_IMG_9232.jpg,dikdik,1
155179,155180,84374218,Site_85_part9_IMG_2624.jpg,dikdik,1
113379,113380,77697324,Site_87_part2_IMG_6045.jpg,dikdik,1
46532,46533,70486166,Site_72_part1_IMG_4007.jpg,dikdik,1
7463,7464,70382374,Site_44_part1_IMG_4210.jpg,dikdik,1
140786,140787,84358980,Site_74_part3_IMG_0258.jpg,dikdik,1
45906,45907,70485489,Site_71_part1_IMG_3377.jpg,dikdik,1
2253,2254,70367821,Site_37_part1_IMG_1869.jpg,dikdik,1
143049,143050,84361344,Site_76_part8_IMG_8188.jpg,dikdik,1
121712,121713,77716190,Site_96_part1_IMG_0376.jpg,dikdik,1
34886,34887,70472889,Site_65_part3_IMG_3761.jpg,dikdik,1
19169,19170,70453806,Site_52_part1_IMG_0205.jpg,dikdik,1
10098,10099,70387406,Site_44_part5_IMG_1561.jpg,dikdik,1
19431,19432,70454098,Site_52_part1_IMG_5501.jpg,dikdik,1
7848,7849,70382787,Site_44_part2_IMG_0335.jpg,dikdik,1
132933,132934,84350519,Site_34_part4_IMG_1174.jpg,dikdik,1
113108,113109,77697028,Site_87_part2_IMG_4713.jpg,dikdik,1
50092,50093,70490307,Site_87_part1_IMG_7006.jpg,dikdik,1
134085,134086,84351780,Site_35_part4_IMG_1025.jpg,dikdik,1
112622,112623,77696481,Site_87_part2_IMG_2472.jpg,dikdik,1
50213,50214,70490585,Site_87_part1_IMG_7271.jpg,dikdik,1
83290,83291,70546869,Site_33_part1_IMG_7595.jpg,dikdik,1
10464,10465,70441237,Site_44_part6_IMG_0767.jpg,dikdik,1
137387,137388,84355304,Site_35_part4_IMG_5046.jpg,dikdik,1
13002,13003,70445258,Site_46_part1_IMG_6015.jpg,dikdik,1
133170,133171,84350779,Site_34_part4_IMG_2010.jpg,dikdik,1
127583,127584,77754388,Site_100_part2_IMG_2388.jpg,dikdik,1
55830,55831,70500060,Site_09_part3_IMG_4480.jpg,dikdik,1
27279,27280,70463719,Site_59_part2_IMG_1719.jpg,dikdik,1
13055,13056,70445318,Site_46_part1_IMG_6453.jpg,dikdik,1
97813,97814,77675255,Site_77_part7_IMG_7689.jpg,dikdik,1
7556,7557,70382479,Site_44_part1_IMG_4519.jpg,dikdik,1
154386,154387,84373378,Site_85_part8_IMG_2167.jpg,dikdik,1
124312,124313,77719762,Site_96_part1_IMG_5039.jpg,dikdik,1
92638,92639,77669194,Site_76_part4_IMG_6303.jpg,dikdik,1
151196,151197,84369999,Site_82_part2_IMG_0584.jpg,dikdik,1
113614,113615,77697584,Site_87_part2_IMG_8615.jpg,dikdik,1
160640,160641,84389018,Site_88_part7_IMG_2819.jpg,dikdik,1
112817,112818,77696690,Site_87_part2_IMG_2821.jpg,dikdik,1
156303,156304,84382272,Site_87_part4_IMG_1986.jpg,dikdik,1
3069,3070,70368753,Site_38_part1_IMG_2419.jpg,dikdik,1
10155,10156,70387574,Site_44_part5_IMG_1679.jpg,dikdik,1
88709,88710,77664459,Site_34_part3_IMG_2752.jpg,dikdik,1
692,693,70366040,Site_35_part1_IMG_1720.jpg,dikdik,1
162792,162793,84393519,Site_96_part2_IMG_4028.jpg,dikdik,1
156124,156125,84381968,Site_87_part4_IMG_1643.jpg,dikdik,1
141095,141096,84359296,Site_74_part3_IMG_0641.jpg,dikdik,1
156274,156275,84382222,Site_87_part4_IMG_1953.jpg,dikdik,1
92218,92219,77668764,Site_76_part3_IMG_7459.jpg,dikdik,1
49111,49112,70489121,Site_85_part2_IMG_3970.jpg,dikdik,1
156259,156260,84382199,Site_87_part4_IMG_1938.jpg,dikdik,1
11972,11973,70442819,Site_45_part4_IMG_0586.jpg,dikdik,1
126150,126151,77750207,Site_99_part1_IMG_1268.jpg,dikdik,1
12933,12934,70445180,Site_46_part1_IMG_4666.jpg,dikdik,1
10965,10966,70441743,Site_45_part1_IMG_3802.jpg,dikdik,1
127134,127135,77753237,Site_100_part1_IMG_4532.jpg,dikdik,1
7491,7492,70382406,Site_44_part1_IMG_4403.jpg,dikdik,1
123309,123310,77718378,Site_96_part1_IMG_3231.jpg,dikdik,1
478,479,70365803,Site_35_part1_IMG_1042.jpg,dikdik,1
12243,12244,70443353,Site_45_part5_IMG_0181.jpg,dikdik,1
139069,139070,84357133,Site_43_part3_IMG_5658.jpg,dikdik,1
25137,25138,70460810,Site_58_part1_IMG_2148.jpg,dikdik,1
7487,7488,70382402,Site_44_part1_IMG_4399.jpg,dikdik,1
113526,113527,77697486,Site_87_part2_IMG_7731.jpg,dikdik,1
137577,137578,84355496,Site_35_part4_IMG_5280.jpg,dikdik,1
18062,18063,70452623,Site_50_part3_IMG_1314.jpg,dikdik,1
16714,16715,70451066,Site_50_part1_IMG_2045.jpg,dikdik,1
6445,6446,70372630,Site_41_part2_IMG_5590.jpg,dikdik,1
90102,90103,77666010,Site_35_part3_IMG_5982.jpg,dikdik,1
58159,58160,70507123,Site_20_part1_IMG_3752.jpg,dikdik,1
14337,14338,70448539,Site_48_part1_IMG_0103.jpg,dikdik,1
58220,58221,70507335,Site_20_part1_IMG_5045.jpg,dikdik,1
12349,12350,70443767,Site_46_part1_IMG_0377.jpg,dikdik,1
50074,50075,70490271,Site_87_part1_IMG_6977.jpg,dikdik,1
152801,152802,84371693,Site_83_part3_IMG_1593.jpg,dikdik,1
156105,156106,84381936,Site_87_part4_IMG_1621.jpg,dikdik,1
112148,112149,77695962,Site_86_part5_IMG_3536.jpg,dikdik,1
50013,50014,70490173,Site_87_part1_IMG_6880.jpg,dikdik,1
36641,36642,70474771,Site_67_part1_IMG_2416.jpg,dikdik,1
15572,15573,70449875,Site_48_part2_IMG_0028.jpg,dikdik,1
17844,17845,70452384,Site_50_part2_IMG_1669.jpg,dikdik,1
135123,135124,84352888,Site_35_part4_IMG_2315.jpg,dikdik,1
9414,9415,70385262,Site_44_part4_IMG_0854.jpg,dikdik,1
120581,120582,77713529,Site_95_part1_IMG_2138.jpg,dikdik,1
203,204,70365503,Site_34_part1_IMG_3617.jpg,dikdik,1
65106,65107,70518466,Site_26_part1_RCNX1851.JPG,dikdik,1
135774,135775,84353561,Site_35_part4_IMG_3094.jpg,dikdik,1
139732,139733,84357821,Site_44_part7_IMG_0689.jpg,dikdik,1
24462,24463,70460027,Site_57_part1_IMG_2348.jpg,dikdik,1
124551,124552,77720085,Site_96_part1_IMG_5332.jpg,dikdik,1
17851,17852,70452394,Site_50_part2_IMG_1707.jpg,dikdik,1
16852,16853,70451223,Site_50_part1_IMG_3203.jpg,dikdik,1
67874,67875,70522748,Site_26_part2_RCNX5470.JPG,dikdik,1
154393,154394,84373385,Site_85_part8_IMG_2174.jpg,dikdik,1
10151,10152,70387559,Site_44_part5_IMG_1674.jpg,dikdik,1
29908,29909,70467386,Site_62_part2_IMG_2299.jpg,dikdik,1
13948,13949,70447459,Site_47_part1_IMG_1942.jpg,dikdik,1
12516,12517,70444321,Site_46_part1_IMG_1642.jpg,dikdik,1
93458,93459,77670063,Site_76_part6_IMG_0092.jpg,dikdik,1
25755,25756,70461567,Site_59_part1_IMG_3145.jpg,dikdik,1
16888,16889,70451263,Site_50_part1_IMG_3245.jpg,dikdik,1
50046,50047,70490218,Site_87_part1_IMG_6926.jpg,dikdik,1
157221,157222,84383851,Site_87_part4_IMG_6299.jpg,dikdik,1
8655,8656,70383635,Site_44_part2_IMG_8543.jpg,dikdik,1
36458,36459,70474581,Site_67_part1_IMG_2124.jpg,dikdik,1
87839,87840,71558130,Site_34_part2_IMG_2028.jpg,dikdik,1
13889,13890,70447297,Site_47_part1_IMG_1850.jpg,dikdik,1
154584,154585,84373590,Site_85_part8_IMG_3694.jpg,dikdik,1
25734,25735,70461544,Site_59_part1_IMG_2068.jpg,dikdik,1
25225,25226,70460905,Site_58_part1_IMG_2677.jpg,dikdik,1
54932,54933,70497809,Site_06_part3_IMG_0804.jpg,dikdik,1
13594,13595,70446723,Site_47_part1_IMG_0876.jpg,dikdik,1
167584,167585,84399422,Site_103_part6_RCNX0370.jpg,dikdik,1
413,414,70365736,Site_35_part1_IMG_0964.jpg,dikdik,1
91011,91012,77667465,Site_75_part1_IMG_7692.jpg,dikdik,1
9337,9338,70385014,Site_44_part4_IMG_0763.jpg,dikdik,1
16895,16896,70451274,Site_50_part1_IMG_3257.jpg,dikdik,1
157204,157205,84383834,Site_87_part4_IMG_6282.jpg,dikdik,1
8928,8929,70383917,Site_44_part3_IMG_0815.jpg,dikdik,1
155912,155913,84381597,Site_87_part4_IMG_0851.jpg,dikdik,1
156268,156269,84382211,Site_87_part4_IMG_1947.jpg,dikdik,1
7483,7484,70382398,Site_44_part1_IMG_4395.jpg,dikdik,1
45898,45899,70485481,Site_71_part1_IMG_3368.jpg,dikdik,1
7390,7391,70382295,Site_44_part1_IMG_2186.jpg,dikdik,1
136427,136428,84354236,Site_35_part4_IMG_3843.jpg,dikdik,1
88810,88811,77664569,Site_34_part3_IMG_4328.jpg,dikdik,1
6872,6873,70373134,Site_42_part3_IMG_3139.jpg,dikdik,1
165874,165875,84397435,Site_101_part8_IMG_3429.jpg,dikdik,1
11009,11010,70441787,Site_45_part1_IMG_5858.jpg,dikdik,1
13710,13711,70446862,Site_47_part1_IMG_1197.jpg,dikdik,1
58493,58494,70507911,Site_20_part2_IMG_1921.jpg,dikdik,1
90097,90098,77666004,Site_35_part3_IMG_5976.jpg,dikdik,1
47846,47847,70487628,Site_76_part1_IMG_6021.jpg,dikdik,1
107548,107549,77688915,Site_85_part5_IMG_5486.jpg,dikdik,1
25724,25725,70461534,Site_59_part1_IMG_2058.jpg,dikdik,1
116656,116657,77704979,Site_89_part2_RCNX2503.JPG,dikdik,1
12642,12643,70444686,Site_46_part1_IMG_2038.jpg,dikdik,1
7686,7687,70382616,Site_44_part1_IMG_6665.jpg,dikdik,1
24548,24549,70460120,Site_57_part2_IMG_0228.jpg,dikdik,1
49174,49175,70489187,Site_85_part2_IMG_5288.jpg,dikdik,1
94403,94404,77671072,Site_76_part6_IMG_5874.jpg,dikdik,1
10982,10983,70441760,Site_45_part1_IMG_3819.jpg,dikdik,1
58354,58355,70507735,Site_20_part2_IMG_1459.jpg,dikdik,1
88711,88712,77664461,Site_34_part3_IMG_2756.jpg,dikdik,1
7387,7388,70382292,Site_44_part1_IMG_2183.jpg,dikdik,1
7532,7533,70382454,Site_44_part1_IMG_4452.jpg,dikdik,1
126864,126865,77752499,Site_100_part1_IMG_1868.jpg,dikdik,1
113730,113731,77697703,Site_87_part2_IMG_8968.jpg,dikdik,1
113401,113402,77697348,Site_87_part2_IMG_6577.jpg,dikdik,1
31352,31353,70468966,Site_62_part3_IMG_8247.jpg,dikdik,1
152936,152937,84371841,Site_83_part3_IMG_1973.jpg,dikdik,1
65087,65088,70518444,Site_26_part1_RCNX1824.JPG,dikdik,1
25708,25709,70461518,Site_59_part1_IMG_2037.jpg,dikdik,1
24315,24316,70459867,Site_57_part1_IMG_0901.jpg,dikdik,1
100731,100732,77678600,Site_79_part2_RCNX0222.JPG,dikdik,1
11330,11331,70442139,Site_45_part2_IMG_4554.jpg,dikdik,1
49585,49586,70489670,Site_87_part1_IMG_4071.jpg,dikdik,1
113740,113741,77697713,Site_87_part2_IMG_9339.jpg,dikdik,1
87838,87839,71558129,Site_34_part2_IMG_2027.jpg,dikdik,1
30106,30107,70467633,Site_62_part3_IMG_3715.jpg,dikdik,1
14721,14722,70448939,Site_48_part1_IMG_2052.jpg,dikdik,1
26602,26603,70462532,Site_59_part1_IMG_7038.jpg,dikdik,1
112931,112932,77696830,Site_87_part2_IMG_3195.jpg,dikdik,1
27173,27174,70463549,Site_59_part2_IMG_1072.jpg,dikdik,1
31488,31489,70469132,Site_62_part4_IMG_2590.jpg,dikdik,1
27179,27180,70463560,Site_59_part2_IMG_1078.jpg,dikdik,1
95403,95404,77672129,Site_76_part7_IMG_0621.jpg,dikdik,1
137578,137579,84355497,Site_35_part4_IMG_5281.jpg,dikdik,1
152798,152799,84371690,Site_83_part3_IMG_1590.jpg,dikdik,1
107469,107470,77688800,Site_85_part5_IMG_3226.jpg,dikdik,1
11513,11514,70442335,Site_45_part2_IMG_8181.jpg,dikdik,1
27218,27219,70463651,Site_59_part2_IMG_1167.jpg,dikdik,1
108671,108672,77690926,Site_85_part6_IMG_2540.jpg,dikdik,1
67877,67878,70522751,Site_26_part2_RCNX5473.JPG,dikdik,1
167503,167504,84399326,Site_103_part6_RCNX0260.jpg,dikdik,1
12782,12783,70445008,Site_46_part1_IMG_3132.jpg,dikdik,1
152654,152655,84371540,Site_83_part3_IMG_1356.jpg,dikdik,1
119980,119981,77712592,Site_94_part7_IMG_0624.jpg,dikdik,1
95570,95571,77672308,Site_76_part7_IMG_2890.jpg,dikdik,1
30000,30001,70467491,Site_62_part3_IMG_1627.jpg,dikdik,1
12413,12414,70443969,Site_46_part1_IMG_0842.jpg,dikdik,1
156412,156413,84382490,Site_87_part4_IMG_3108.jpg,dikdik,1
46124,46125,70485718,Site_71_part1_IMG_5262.jpg,dikdik,1
94898,94899,77671591,Site_76_part6_IMG_7329.jpg,dikdik,1
166693,166694,84398365,Site_102_part6_IMG_8371.jpg,dikdik,1
28782,28783,70465760,Site_60_part1_IMG_3622.jpg,dikdik,1
112591,112592,77696450,Site_87_part2_IMG_2441.jpg,dikdik,1
138543,138544,84356525,Site_43_part3_IMG_1878.jpg,dikdik,1
12517,12518,70444323,Site_46_part1_IMG_1643.jpg,dikdik,1
157134,157135,84383762,Site_87_part4_IMG_6208.jpg,dikdik,1
91746,91747,77668263,Site_76_part3_IMG_1613.jpg,dikdik,1
115574,115575,77700143,Site_88_part3_IMG_0197.jpg,dikdik,1
112791,112792,77696659,Site_87_part2_IMG_2785.jpg,dikdik,1
150692,150693,84369440,Site_80_part2_IMG_0380.jpg,dikdik,1
113425,113426,77697374,Site_87_part2_IMG_6863.jpg,dikdik,1
43187,43188,70482031,Site_70_part1_IMG_7836.jpg,dikdik,1
15032,15033,70449292,Site_48_part1_IMG_3993.jpg,dikdik,1
12759,12760,70444982,Site_46_part1_IMG_3104.jpg,dikdik,1
156364,156365,84382389,Site_87_part4_IMG_2365.jpg,dikdik,1
11322,11323,70442131,Site_45_part2_IMG_4540.jpg,dikdik,1
67875,67876,70522749,Site_26_part2_RCNX5471.JPG,dikdik,1
8464,8465,70383429,Site_44_part2_IMG_6337.jpg,dikdik,1
160647,160648,84389028,Site_88_part7_IMG_3668.jpg,dikdik,1
19223,19224,70453861,Site_52_part1_IMG_2837.jpg,dikdik,1
21453,21454,70456500,Site_53_part1_IMG_6874.jpg,dikdik,1
153759,153760,84372704,Site_83_part3_IMG_3112.jpg,dikdik,1
152663,152664,84371549,Site_83_part3_IMG_1365.jpg,dikdik,1
